,name,c-EffYr,c-Footage,c-LandPerUnit,c-NbrStories,c-YrBuilt,r-YrBuilt,r-YrRenovated,a-effyrtot,a-nstoriestot,a-yrbuilttot,a-unitsftotal,HU,aptshare,condoshare,dsfshare,duptripshare,HUDensity,LandValHU,ImpValHU,a-Elevators_Y,a-Fireplace_Y,a-Laundry_PRIVATE,a-SectySystem_Y,a-BldgQuality_0,a-BldgQuality_AVERAGE,a-BldgQuality_AVERAGEGOOD,a-BldgQuality_EXCELLENT,a-BldgQuality_GOOD,a-BldgQuality_GOODEXCELLENT,a-BldgQuality_LOWAVERAGE,a-BldgQuality_LOWCOST,a-ConstrClass_0,a-ConstrClass_MASONRY,a-ConstrClass_PREFABSTEEL,a-ConstrClass_REINFORCEDCONCRETE,a-ConstrClass_STRUCTURALSTEEL,a-ConstrClass_WOODFRAME,a-ProjectAppeal_0,a-ProjectAppeal_ABOVEAVERAGE,a-ProjectAppeal_AVERAGE,a-ProjectAppeal_BELOWAVERAGE,a-ProjectAppeal_EXCELLENT,a-ProjectAppeal_SUBSTANDARD,a-ProjectLocation_0,a-ProjectLocation_ABOVEAVERAGE,a-ProjectLocation_AVERAGE,a-ProjectLocation_BELOWAVERAGE,a-ProjectLocation_EXCELLENT,a-ProjectLocation_SUBSTANDARD,c-Elevators_Y,c-Fireplace_Y,c-Laundry_PRIVATE,c-SectySystem_Y,c-AptConversion_ ,c-AptConversion_0,c-AptConversion_N,c-AptConversion_Y,c-bath,c-BldgQuality_0,c-BldgQuality_1,c-BldgQuality_AVERAGE,c-BldgQuality_AVERAGEGOOD,c-BldgQuality_EXCELLENT,c-BldgQuality_GOOD,c-BldgQuality_GOODEXCELLENT,c-BldgQuality_LOWAVERAGE,c-BldgQuality_LOWCOST,c-ConstrClass_0,c-ConstrClass_MASONRY,c-ConstrClass_PREFABSTEEL,c-ConstrClass_REINFORCEDCONCRETE,c-ConstrClass_STRUCTURALSTEEL,c-ConstrClass_WOODFRAME,c-ProjectAppeal_0,c-ProjectAppeal_ABOVEAVERAGE,c-ProjectAppeal_AVERAGE,c-ProjectAppeal_BELOWAVERAGE,c-ProjectAppeal_EXCELLENT,c-ProjectAppeal_SUBSTANDARD,c-ProjectLocation_0,c-ProjectLocation_ABOVEAVERAGE,c-ProjectLocation_AVERAGE,c-ProjectLocation_BELOWAVERAGE,c-ProjectLocation_EXCELLENT,c-ProjectLocation_SUBSTANDARD,r-bath,r-Bedrooms,r-DupTrip,r-DSF,r-BrickStone,r-fp,r-garage,p-AdjacentGolfFairway_Y,p-WfntFootage,p-LakeWashington_0,p-LakeWashington_AVERAGE,p-LakeWashington_EXCELLENT,p-LakeWashington_FAIR,p-LakeWashington_GOOD,p-MtRainier_0,p-MtRainier_AVERAGE,p-MtRainier_EXCELLENT,p-MtRainier_GOOD,p-Olympics_0,p-Olympics_AVERAGE,p-Olympics_EXCELLENT,p-Olympics_GOOD,p-OtherView_0,p-OtherView_AVERAGE,p-OtherView_EXCELLENT,p-OtherView_GOOD,p-SeattleSkyline_0,p-SeattleSkyline_AVERAGE,p-SeattleSkyline_EXCELLENT,p-SeattleSkyline_GOOD,p-SmallLakeRiverCreek_0,p-SmallLakeRiverCreek_AVERAGE,p-SmallLakeRiverCreek_EXCELLENT,p-SmallLakeRiverCreek_GOOD,p-Territorial_0,p-Territorial_AVERAGE,p-Territorial_EXCELLENT,p-Territorial_GOOD,p-TrafficNoise_0,p-TrafficNoise_EXTREME,p-TrafficNoise_HIGH,p-TrafficNoise_MODERATE,p-WfntLocation_0,p-WfntLocation_DUWAMISH,p-WfntLocation_ELLIOTTBAY,p-WfntLocation_LAKESAMM,p-WfntLocation_LAKEUNION,p-WfntLocation_LAKEWASH,p-WfntLocation_OTHERLAKE,p-WfntLocation_PUGETSOUND,p-WfntLocation_RIVERSLOUGH,p-WfntLocation_SHIPCANAL,trumpmed,trump
104,BEL 41-0123,854751,469337,925956,1154,851827,1972.6306306306305,2009.0,2004.4954954954956,2.108108108108108,1986.8438438438438,988.8438438438438,453,0.7350993377483444,0.019867549668874173,0.24061810154525387,0.002207505518763797,5.1503879163031266e-05,490458.27814569534,1211383.4437086093,0.07207207207207207,0.8018018018018018,0.8918918918918919,0.0,0.0,0.13213213213213212,0.1021021021021021,0.0,0.7657657657657657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0960960960960961,0.7657657657657657,0.13813813813813813,0.0,0.0,0.0,0.0960960960960961,0.03003003003003003,0.8738738738738738,0.0,0.0,0.0,7.111111111111111,47.22222222222222,47.333333333333336,3.6666666666666665,0.3333333333333333,0.0,34.44444444444444,12.88888888888889,74.61111111111111,0.0,0.0,47.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.666666666666664,0.0,0.0,47.666666666666664,0.0,0.0,0.0,0.0,3.4444444444444446,44.22222222222222,0.0,0.0,0.0,2.536036036036036,3.990990990990991,0.009009009009009009,0.9819819819819819,0.0369288207126045,1.7747747747747749,467.7477477477477,0.0,0.0,0.9976935812523151,0.0,0.0,0.0023064187476848834,0.0,1.0,0.0,0.0,0.0,0.9891702008787722,0.010829799121227852,0.0,0.0,1.0,0.0,0.0,0.0,0.9903384180054833,0.009661581994516713,0.0,0.0,1.0,0.0,0.0,0.0,0.9121107335675908,0.03997405932655665,0.0010082481245425193,0.046906958981310115,0.9760181793913083,0.0,0.021868797221837554,0.0021130233868541636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23639774859287035
105,BEL 41-0124,0,0,0,0,0,1964.6840148698884,2001.9473684210527,0.0,0.0,0.0,0.0,269,0.0,0.0,1.0,0.0,4.688932880801923e-05,717986.6171003717,305649.81412639405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.354089219330855,3.899628252788104,0.0,1.0,0.01611365238180788,1.903345724907063,478.62453531598516,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9856529112433813,0.0,0.0,0.01434708875661876,0.9862426012038181,0.01089871852684536,0.0,0.002858680269336488,0.982830138787184,0.0028227724561972617,0.002680012752502958,0.011667076004115802,1.0,0.0,0.0,0.0,0.8172450933106359,0.17785244433722458,0.0,0.004902462352139557,0.6138872944386642,0.0,0.22517458431041223,0.16093812125092363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21718377088305493
106,BEL 41-0128,147262,80692,150162,222,146498,1978.2883720930233,1989.3478260869565,2001.0,3.0,1969.0,733.0,307,0.2931596091205212,0.006514657980456026,0.7003257328990228,0.0,1.6079478505325003e-05,588489.2508143323,552983.0618892508,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0,0.0,37.0,0.0,67.5,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,2.7581395348837208,3.916279069767442,0.0,1.0,0.02165494862087615,1.716279069767442,598.2372093023256,0.01324524782011767,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9982667160189683,0.0017332839810316625,0.0,0.0,0.9915721010886959,0.008427898911304077,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9786359249384803,0.017118673726902053,0.0,0.004245401334617666,0.8532886383190523,0.0,0.1340017123858966,0.012709649295051046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27127659574468094
107,BEL 41-0129,0,0,0,0,0,1958.171875,2002.2,1996.0,3.0,1969.0,895.0,201,0.04477611940298507,0.0,0.9552238805970149,0.0,0.0001034521093936574,472035.32338308456,233112.93532338308,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6953125,3.5833333333333335,0.0,1.0,0.029920789930555556,1.3645833333333333,193.64583333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6671245666334522,0.0,0.0,0.3328754333665478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20627802690582941
108,BEL 41-0131,0,0,0,0,0,1964.9166666666667,2002.0,2001.0402684563758,3.046979865771812,1972.8255033557048,766.6107382550335,329,0.45288753799392095,0.0,0.547112462006079,0.0,0.00013611594596238318,279656.5349544073,185685.10638297873,0.0,0.0,0.0,0.16778523489932887,0.0,0.6912751677852349,0.3087248322147651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.47651006711409394,0.5234899328859061,0.0,0.0,0.0,0.0,0.0,0.6912751677852349,0.3087248322147651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.8555555555555556,0.0,1.0,0.00308641975308642,1.4055555555555554,276.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7446208343452388,0.0,0.0,0.25537916565476115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24460431654676265
109,BEL 41-0175,535482,331143,720484,701,535482,1977.8978723404255,1996.4,1998.6834170854272,2.5175879396984926,1990.964824120603,544.2060301507538,438,0.454337899543379,0.0091324200913242,0.5365296803652968,0.0,7.399928636304658e-05,365358.2100456621,202006.39269406392,1.0,0.0,0.4824120603015075,1.0,0.0,0.5175879396984925,0.4824120603015075,0.0,0.0,0.0,0.0,0.0,0.0,0.4824120603015075,0.0,0.0,0.0,0.5175879396984925,0.0,0.4824120603015075,0.5175879396984925,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.25,67.0,67.0,41.25,0.0,0.0,40.75,26.25,125.625,0.0,0.0,0.0,40.75,0.0,26.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,26.25,40.75,0.0,0.0,0.0,0.0,15.0,52.0,0.0,0.0,0.0,2.445744680851064,3.927659574468085,0.0,1.0,0.0028972385694884563,1.523404255319149,487.74468085106383,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9815402191189827,0.018459780881017258,0.0,0.0,0.6807682612668137,0.0043037849790233985,0.13809145365684874,0.17683650009731414,0.9311274450175165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06887255498248346,0.0,1.0,0.26452599388379205
110,BEL 41-0176,491225,336582,933682,563,491044,1977.0934065934066,1997.857142857143,2000.3444444444444,2.0,1970.911111111111,758.0,366,0.4918032786885246,0.01092896174863388,0.4918032786885246,0.00273224043715847,2.0829283194934317e-05,778977.0382513661,1559926.3661202185,0.0,0.0,0.6222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.2777777777777778,0.0,0.0,0.0,60.75,61.5,0.0,0.0,0.0,58.75,2.75,140.0625,0.0,0.0,20.5,29.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,0.0,0.0,61.5,0.0,0.0,0.0,0.0,29.0,32.5,0.0,0.0,0.0,2.383241758241758,3.5714285714285716,0.005494505494505495,0.989010989010989,0.013404178239343076,1.7087912087912087,478.9010989010989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9882154631135021,0.007917290217248286,0.0,0.0038672466692496496,0.938050923158384,0.0,0.03171241293245803,0.03023666390915792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26621923937360215
111,BEL 41-0179,322942,159968,459616,424,319642,1989.5675675675675,0.0,2001.2948717948718,2.0,1976.551282051282,908.1410256410256,389,0.8020565552699229,0.007712082262210797,0.19023136246786632,0.0,0.00010441145090313222,127305.39588688946,262492.5449871465,0.0,0.5256410256410257,0.3076923076923077,0.0,0.0,0.7564102564102564,0.24358974358974358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24358974358974358,0.7564102564102564,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.666666666666668,54.0,0.0,0.0,0.0,20.666666666666668,33.333333333333336,79.0,0.0,0.0,33.333333333333336,7.333333333333333,0.0,0.0,0.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,7.333333333333333,46.666666666666664,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,2.581081081081081,2.675675675675676,0.0,1.0,0.0,1.1216216216216217,456.0810810810811,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9380837412045431,0.0,0.0,0.0619162587954569,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28318584070796465
112,BEL 41-0180,23880,16715,54852,24,23808,1968.8510638297873,2003.6666666666667,0.0,0.0,0.0,0.0,189,0.0,0.005291005291005291,0.783068783068783,0.10582010582010581,9.744769533622548e-05,410143.38624338625,325808.9947089947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,12.0,0.0,20.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0305851063829787,3.8404255319148937,0.10638297872340426,0.7872340425531915,0.005517202354006337,1.601063829787234,397.0744680851064,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8270782912314605,0.0,0.0,0.17292170876853954,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2780082987551866
113,BEL 41-0203,447312,320774,352661,725,443348,1976.9744680851063,1992.375,1994.5777777777778,2.2666666666666666,1965.0666666666666,988.0888888888888,296,0.15202702702702703,0.05405405405405406,0.7635135135135135,0.013513513513513514,7.918446422213169e-05,1073253.7162162163,956641.5540540541,0.0,0.7333333333333333,0.15555555555555556,0.0,0.0,0.7333333333333333,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7333333333333333,0.26666666666666666,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.7333333333333333,0.0,12.125,10.4375,14.0,12.875,0.125,0.0,11.0625,2.8125,22.609375,0.0,0.0,4.4375,6.875,0.875,0.625,1.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,6.75,7.25,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.8712765957446806,3.6595744680851063,0.01702127659574468,0.9617021276595744,0.01923042100497963,1.6297872340425532,456.92765957446807,0.0,0.00035311990801761427,0.746697994466183,0.042727776385213155,0.0494266215493564,0.08807104772549314,0.07307655987375428,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9967657426606569,0.003234257339343149,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.825351708765961,0.05844803265396095,0.05624290583442368,0.05995735274565442,0.6843589549469825,0.0,0.2741943983946955,0.04144664665832198,0.898681070392046,0.0,0.0,0.0,0.0,0.10131892960795397,0.0,0.0,0.0,0.0,1.0,0.32188065099457513
114,BEL 41-0205,177747,129359,160319,420,175447,1973.017543859649,1990.7142857142858,1989.4285714285713,2.4375,1958.8035714285713,702.0267857142857,172,0.6511627906976745,0.01744186046511628,0.3313953488372093,0.0,0.00010525800450406345,719944.1860465116,681541.8604651163,0.0,0.0,0.09821428571428571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09821428571428571,0.9017857142857143,0.0,0.0,0.0,0.0,0.6517857142857143,0.0,0.0,0.3482142857142857,0.0,21.666666666666668,21.333333333333332,19.0,21.666666666666668,0.0,0.0,8.0,21.666666666666668,53.0,0.0,0.0,0.0,10.666666666666666,0.0,19.0,0.0,0.0,0.0,0.0,10.666666666666666,0.0,0.0,0.0,19.0,0.0,19.0,10.666666666666666,0.0,0.0,0.0,0.0,29.666666666666668,0.0,0.0,0.0,0.0,2.995614035087719,3.5964912280701755,0.0,1.0,0.21083410280086182,1.8771929824561404,444.9122807017544,0.0,0.0013555027905610497,0.10245704004699892,0.3715173063742289,0.3167396945070009,0.12358636052090473,0.08569959855086655,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9901167629491824,0.009883237050817586,0.0,0.0,1.0,0.0,0.0,0.0,0.4674452903162636,0.252332199157936,0.2145054097718594,0.06571710075394105,0.3573172672084598,0.0,0.5829928767257417,0.05968985606579849,0.6832603054929991,0.0,0.0,0.0,0.0,0.3167396945070009,0.0,0.0,0.0,0.0,1.0,0.3643724696356274
115,BEL 41-0206,678796,423793,262060,1889,677119,0.0,0.0,2012.0077519379845,6.184637068357999,2006.3248766737138,781.323467230444,1426,0.9950911640953717,0.004908835904628331,0.0,0.0,0.0003773116623436346,413633.7307152875,358566.12903225806,0.945031712473573,0.021141649048625793,0.8928823114869626,0.8111346018322763,0.0,0.05496828752642706,0.29809725158562367,0.0,0.0,0.6469344608879493,0.0,0.0,0.0,0.0,0.0,0.4679351656095842,0.0,0.5320648343904157,0.0,0.5489781536293165,0.24101479915433405,0.0,0.21000704721634955,0.0,0.0,0.7329105003523608,0.0,0.0,0.2670894996476392,0.0,48.42857142857143,43.285714285714285,43.714285714285715,48.42857142857143,0.0,0.0,43.714285714285715,4.714285714285714,81.92857142857143,0.0,0.0,4.714285714285714,6.714285714285714,0.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,8.428571428571429,0.0,37.0,11.428571428571429,0.0,0.0,0.0,0.0,47.57142857142857,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9787424832028838,0.01635193599778164,0.0,0.004905580799334492,0.0,0.9950944192006655,0.004905580799334492,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9723564965474395,0.027643503452560468,0.0,0.0,0.9656609344046586,0.0,0.0,0.034339065595341445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2532005689900422
116,BEL 41-0210,0,0,0,0,0,1963.1694915254238,2005.6190476190477,0.0,0.0,0.0,0.0,236,0.0,0.0,0.9576271186440678,0.0211864406779661,7.722194700087627e-05,706247.4576271187,410520.76271186443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0625,3.5296610169491527,0.0211864406779661,0.9576271186440678,0.0027829646653260557,1.6228813559322033,344.21610169491527,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9874573234218746,0.012542676578125378,0.0,0.0,0.8325072330132985,0.0,0.014212764787839244,0.15328000219886223,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2916666666666673
117,BEL 41-0211,0,0,0,0,0,1966.5024390243902,2008.0,0.0,0.0,0.0,0.0,205,0.0,0.0,0.9902439024390244,0.004878048780487805,6.366779943587224e-05,677785.3658536585,248521.9512195122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1682926829268294,3.653658536585366,0.004878048780487805,0.9902439024390244,0.010232004759071982,1.6341463414634145,432.9756097560976,0.05277190964265904,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9541455191223907,0.027668783336304497,0.0,0.018185697541304873,0.8945009034616027,0.0,0.0,0.10549909653839727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25000000000000006
118,BEL 41-0219,404503,248465,454028,488,403723,1976.2368421052631,1980.1666666666667,2007.715859030837,2.6784140969162995,1988.740088105727,935.7731277533039,539,0.8423005565862709,0.016697588126159554,0.14100185528756956,0.0,3.4245972619614224e-05,900400.9276437848,621387.5695732839,0.7863436123348018,0.76431718061674,1.0,0.0,0.0,0.2356828193832599,0.7026431718061674,0.0,0.06167400881057269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6233480176211453,0.3766519823788546,0.0,0.0,0.0,0.0,0.9383259911894273,0.06167400881057269,0.0,0.0,0.0,5.777777777777778,14.444444444444445,20.666666666666668,11.11111111111111,1.8888888888888888,0.0,14.88888888888889,5.777777777777778,42.166666666666664,1.8888888888888888,0.0,1.3333333333333333,13.222222222222221,0.0,6.111111111111111,0.0,0.0,0.0,1.8888888888888888,0.0,0.0,0.0,0.0,20.666666666666668,1.8888888888888888,0.3333333333333333,20.333333333333332,0.0,0.0,0.0,1.8888888888888888,0.3333333333333333,20.333333333333332,0.0,0.0,0.0,2.3815789473684212,3.3026315789473686,0.0,1.0,0.007790858725761772,1.2763157894736843,413.1578947368421,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9477053832318121,0.014309225375795544,0.0015120962938296827,0.03647329509856264,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9583244303334941,0.03927561952965857,0.0008225387041438326,0.0015774114327034552,0.9032699312672529,0.0,0.04923751246658238,0.04749255626616478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23644251626898027
119,BEL 41-0220,0,0,0,0,0,1967.6272727272728,2002.0,1996.0,2.0,1978.0,1108.0,237,0.07172995780590717,0.0,0.9282700421940928,0.0,8.527428275153125e-05,635900.8438818565,379162.44725738396,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4545454545454546,4.027272727272727,0.0,1.0,0.01756198347107438,1.8318181818181818,442.8863636363636,0.15947118430866844,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9908249189444555,0.009175081055544501,0.0,0.0,0.9556393826141929,0.0,0.027433852163178278,0.016926765222628846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29392971246006366
